,loss,loss_moco,loss_sup,loss_entmin,loss_walker
1,1.3373417081197103,0.2406917476495107,0.005558556246447067,0.008792868065834045,1.3373417081197103
2,0.9651137734731038,0.1191460476957957,0.00017495986778909962,0.0019368791627387206,0.9651137734731038
3,0.925352072652181,0.10054026828333736,6.406905712404598e-05,0.001329915435363849,0.925352072652181
4,0.9122965251922608,0.09515960982640584,3.211886795470491e-05,0.0010295563684155544,0.9122965251922608
5,0.9061145389556885,0.09236316720676423,1.982743586413562e-05,0.0008746080449471871,0.9061145389556885
6,0.9019266293843587,0.09063837882677714,1.2269892683737755e-05,0.0007686924211680889,0.9019266293843587
7,0.8979911966959635,0.08818009390830994,9.94555460298822e-06,0.0007230587175426384,0.8979911966959635
8,0.8944360600789388,0.08615068369706472,7.475704552052775e-06,0.0006854000768624246,0.8944360600789388
9,0.8924696375528971,0.08501002156003316,5.877309009762636e-06,0.0006418831134214997,0.8924696375528971
10,0.8895717122395833,0.0834199509302775,4.693539141832541e-06,0.0006090652010093132,0.8895717122395833
11,0.8884713503519694,0.08250563866297404,4.4122567886612765e-06,0.0005955133922398091,0.8884713503519694
12,0.8860373049418131,0.08115183738915126,5.477171733703775e-06,0.0005656150843948125,0.8860373049418131
13,0.884734380976359,0.08037638715902964,4.803117415031011e-06,0.0005515535859701535,0.884734380976359
14,0.8833415358225505,0.07944097339312235,3.2813200011029648e-06,0.0005388389200903475,0.8833415358225505
15,0.8820579153696696,0.07862395486036937,4.054176294084755e-06,0.0005341621223216255,0.8820579153696696
16,0.8805041085561116,0.0776776856859525,3.1365545918257948e-06,0.0005109797110936293,0.8805041085561116
17,0.8789283041636149,0.0766108567873637,5.089559198980472e-06,0.0004945438420865685,0.8789283041636149
18,0.878416979598999,0.07632647055784861,2.4189240950363454e-06,0.0004903537133242935,0.878416979598999
19,0.8773398208618164,0.07559165918032329,1.7151409750719419e-06,0.0004918222171099235,0.8773398208618164
20,0.8770709373474121,0.07564361477295557,2.745625262317238e-06,0.00047866941723041236,0.8770709373474121
21,0.8761353552500407,0.07481047183084488,2.2756274419104255e-06,0.00046258591858980557,0.8761353552500407
22,0.8753331588745117,0.0744801014661789,3.009411638110275e-06,0.0004616151594712088,0.8753331588745117
23,0.8743849163055419,0.07368776333332062,2.2034634052943146e-06,0.0004541340323165059,0.8743849163055419
24,0.8733814973195394,0.07317022776603699,2.0503250525204445e-06,0.00045088987389268977,0.8733814973195394
25,0.8726530320485433,0.07258626384735108,1.136838508849299e-06,0.00043675276873788487,0.8726530320485433
26,0.8720388668060303,0.0722203712383906,1.2600645298941042e-06,0.00043809670003441473,0.8720388668060303
27,0.8718254342397054,0.07223538360993068,1.2538557925684776e-06,0.0004303606261188785,0.8718254342397054
28,0.8713883415222168,0.071712360115846,1.031364844137291e-06,0.0004306402258730183,0.8713883415222168
29,0.8700579458872477,0.07076971117655437,9.840161868396535e-07,0.0004277422295417637,0.8700579458872477
30,0.8702093209584554,0.07104949385325114,8.806169835679612e-07,0.0004218750517970572,0.8702093209584554
31,0.8697594905853272,0.07070565731525422,8.853844803525135e-07,0.00041362130174723763,0.8697594905853272
32,0.8688802767435709,0.07009909062623977,7.96820008395116e-07,0.0004048631914192811,0.8688802767435709
33,0.86861430422465,0.06990014471213023,7.273256754918596e-07,0.0004061003946621592,0.86861430422465
34,0.8681225285847982,0.06947966109116872,7.154056978379231e-07,0.0003972463009413332,0.8681225285847982
35,0.8677645470937093,0.06926293840805689,1.989546746040105e-06,0.0003926221078533369,0.8677645470937093
36,0.8676727470397949,0.06922234405676524,5.728672333740784e-07,0.00039571519065648316,0.8676727470397949
37,0.8668378949483235,0.0685501987695694,6.223706427363141e-07,0.0003860067312295238,0.8668378949483235
38,0.8669189853668213,0.0686934404095014,1.5397744351882162e-06,0.0003788966149634992,0.8669189853668213
39,0.8664299700419108,0.06840643293062845,6.379876134587902e-07,0.0003785652668913826,0.8664299700419108
40,0.8662326854705811,0.0682575474301974,2.3409476498500224e-06,0.00037989419483734914,0.8662326854705811
41,0.8659781294504801,0.06804321371714274,1.168910898437995e-06,0.00036996153394381205,0.8659781294504801
42,0.8655610404968261,0.06781062178413073,6.781318946574781e-07,0.00036642656120238826,0.8655610404968261
43,0.8656095143636068,0.06791836272875468,6.425304464604173e-07,0.00036597079144945986,0.8656095143636068
44,0.8654173926035563,0.06776927707195282,1.7043360917189905e-06,0.0003694836049573496,0.8654173926035563
45,0.8648558945973714,0.06728199580510458,6.058592842729619e-07,0.000367023816681467,0.8648558945973714
46,0.8643254737854004,0.06713327128887177,4.130263324479226e-07,0.0003497167334270974,0.8643254737854004
47,0.8644996348063151,0.06701998868783315,7.84941678322563e-07,0.0003527476072272596,0.8644996348063151
48,0.864601952234904,0.06716155479351679,5.353047898969028e-07,0.0003482775703421794,0.864601952234904
49,0.8639156036376953,0.06676322213411331,1.1664639458407085e-06,0.00034108562263039253,0.8639156036376953
50,0.8635196640014648,0.06637078561782837,4.301218984172313e-07,0.00034266173411936807,0.8635196640014648
51,0.8640896991729736,0.0667249099334081,6.838974950937882e-07,0.00034520051109138876,0.8640896991729736
52,0.863578937403361,0.06660865172545115,1.0390609972470581e-06,0.00033895183938244976,0.863578937403361
53,0.8633459409077963,0.06614624126752218,3.4344188433882055e-07,0.0003256981244000296,0.8633459409077963
54,0.8633852675120036,0.06637272129058838,2.9104713086212542e-06,0.00033624372382764703,0.8633852675120036
55,0.8631846708933513,0.06621537416776022,5.751538264613979e-07,0.0003280508687486872,0.8631846708933513
56,0.8635175642649333,0.06648620539108913,6.974970352189302e-07,0.00031902648642038306,0.8635175642649333
57,0.8629317320505778,0.06609382142225902,6.540374732063962e-07,0.00031665146766851344,0.8629317320505778
58,0.8627933048248291,0.06589935051600139,2.651929056848227e-07,0.00032933146707170334,0.8627933048248291
59,0.8629684702555338,0.06599609944820405,7.224850635414744e-07,0.00031138969961320984,0.8629684702555338
60,0.8629995553334554,0.0660168866554896,9.151311700046942e-07,0.00031316705860275155,0.8629995553334554
61,0.8620598375956218,0.06534592151641845,1.035015889378125e-06,0.0003199214464402758,0.8620598375956218
62,0.8624487660725911,0.0654758823553721,7.152448447868665e-07,0.0003135965429789697,0.8624487660725911
63,0.862487457148234,0.06575268184741338,5.630075019183777e-07,0.0003051009456006189,0.862487457148234
64,0.8625791337331136,0.0656711648106575,1.1990395532545032e-06,0.00030776152988740553,0.8625791337331136
65,0.8627480693817139,0.06584650941292444,1.471073030683101e-06,0.0003024574047458979,0.8627480693817139
66,0.8620646605173746,0.06557689391771952,2.5385324036240793e-07,0.0002946750970634942,0.8620646605173746
67,0.8625982442220053,0.06562736574808757,2.540908636963953e-07,0.0003111134607577696,0.8625982442220053
68,0.8621964785257975,0.06530432698726654,2.4769314417198987e-07,0.0003005356386148681,0.8621964785257975
69,0.8616389307657878,0.06501337018013001,1.3300702490397497e-06,0.00029527530381456016,0.8616389307657878
70,0.8618755619049072,0.06506728971004486,9.075577578433544e-07,0.00029594485682900995,0.8618755619049072
